item_id,genres,title,texto
281990,"simulation, strategy",Stellaris,"simulation, strategy Stellaris"
282050,"racing, simulation, sports",Mx Vs. Atv Supercross Encore,"racing, simulation, sports MX vs. ATV Supercross Encore"
282070,"adventure, indie, simulation",This War Of Mine,"adventure, indie, simulation This War of Mine"
282140,"action, adventure, indie",Soma,"action, adventure, indie SOMA"
282440,action,Quake Live™,action Quake Live™
282470,"adventure, indie, simulation",Don'T Starve: Reign Of Giants,"adventure, indie, simulation Don't Starve: Reign of Giants"
282560,"simulation, strategy",Rollercoaster Tycoon World™,"simulation, strategy RollerCoaster Tycoon World™"
282660,utilities,Easyanticheat Esports,utilities EasyAntiCheat eSports
282780,"action, adventure, indie",Stick 'Em Up 2: Paper Adventures,"action, adventure, indie Stick 'Em Up 2: Paper Adventures"
282800,"indie, strategy",100% Orange Juice,"indie, strategy 100% Orange Juice"
282900,"rpg, strategy",Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,"rpg, strategy Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1"
283080,"action, adventure, indie, rpg",Super Chibi Knight,"action, adventure, indie, rpg Super Chibi Knight"
283640,"action, indie, rpg",Salt And Sanctuary,"action, indie, rpg Salt and Sanctuary"
283660,"action, casual, indie",Rabbit Hole 3D: Steam Edition,"action, casual, indie Rabbit Hole 3D: Steam Edition"
283680,"action, indie",Astebreed: Definitive Edition,"action, indie Astebreed: Definitive Edition"
283880,"adventure, free to play, indie, rpg",Heroine'S Quest: The Herald Of Ragnarok,"adventure, free to play, indie, rpg Heroine's Quest: The Herald of Ragnarok"
283920,"adventure, casual",Putt-Putt® Joins The Parade,"adventure, casual Putt-Putt® Joins the Parade"
283940,"adventure, casual",Freddi Fish And The Case Of The Missing Kelp Seeds,"adventure, casual Freddi Fish and The Case of the Missing Kelp Seeds"
283960,"adventure, casual",Pajama Sam: No Need To Hide When It'S Dark Outside,"adventure, casual Pajama Sam: No Need to Hide When It's Dark Outside"
283980,"adventure, casual","Spy Fox In ""Dry Cereal""","adventure, casual Spy Fox in ""Dry Cereal"""
284140,"action, adventure, indie, rpg",Majestic Nights,"action, adventure, indie, rpg Majestic Nights"
284160,"racing, simulation, early access",Beamng.Drive,"racing, simulation, early access BeamNG.drive"
284460,"action, indie",Deadcore,"action, indie DeadCore"
284950,"casual, indie, simulation",Pixel Puzzles: Japan,"casual, indie, simulation Pixel Puzzles: Japan"
285050,"casual, indie, simulation, strategy",Showtime!,"casual, indie, simulation, strategy Showtime!"
285160,"action, adventure",Lego® The Hobbit™,"action, adventure LEGO® The Hobbit™"
285310,"simulation, strategy",Rollercoaster Tycoon®: Deluxe,"simulation, strategy RollerCoaster Tycoon®: Deluxe"
285330,"simulation, strategy",Rollercoaster Tycoon® 2: Triple Thrill Pack,"simulation, strategy RollerCoaster Tycoon® 2: Triple Thrill Pack"
285500,"action, racing, rpg",Hard Truck Apocalypse / Ex Machina,"action, racing, rpg Hard Truck Apocalypse / Ex Machina"
285580,"action, free to play, indie, sports, strategy, early access",Ace - Arena: Cyber Evolution,"action, free to play, indie, sports, strategy, early access ACE - Arena: Cyber Evolution"
285740,"casual, indie, simulation",Kitty Powers' Matchmaker,"casual, indie, simulation Kitty Powers' Matchmaker"
285900,"action, adventure, casual, indie",Gang Beasts,"action, adventure, casual, indie Gang Beasts"
285920,"action, indie, early access",Terratech,"action, indie, early access TerraTech"
286080,"action, adventure, free to play, indie",Thinking With Time Machine,"action, adventure, free to play, indie Thinking with Time Machine"
286100,"action, indie",You Have To Win The Game,"action, indie You Have to Win the Game"
286340,"adventure, indie",Farsky,"adventure, indie FarSky"
286500,"adventure, casual","House Of 1,000 Doors: Family Secrets Collector'S Edition","adventure, casual House of 1,000 Doors: Family Secrets Collector's Edition"
286570,"racing, sports",F1 2015,"racing, sports F1 2015"
286660,"action, indie",Avoid - Sensory Overload,"action, indie Avoid - Sensory Overload"
286690,action,Metro 2033 Redux,action Metro 2033 Redux
286971,"indie, simulation, strategy",Influent Dlc - 한국어 [Learn Korean],"indie, simulation, strategy Influent DLC - 한국어 [Learn Korean]"
287120,"action, casual",Ionball 2: Ionstorm,"action, casual Ionball 2: Ionstorm"
287290,"action, adventure",Resident Evil Revelations 2 / Biohazard Revelations 2,"action, adventure Resident Evil Revelations 2 / Biohazard Revelations 2"
287390,action,Metro: Last Light Redux,action Metro: Last Light Redux
287450,"simulation, strategy",Rise Of Nations: Extended Edition,"simulation, strategy Rise of Nations: Extended Edition"
287580,"simulation, strategy",Pandora: First Contact,"simulation, strategy Pandora: First Contact"
287700,"action, adventure",Metal Gear Solid V: The Phantom Pain,"action, adventure METAL GEAR SOLID V: THE PHANTOM PAIN"
287840,"action, adventure, indie",Ty The Tasmanian Tiger 4,"action, adventure, indie TY the Tasmanian Tiger 4"
287920,"action, free to play, indie, massively multiplayer, rpg",Mortal Online,"action, free to play, indie, massively multiplayer, rpg Mortal Online"
287980,"indie, simulation, strategy",Mini Metro,"indie, simulation, strategy Mini Metro"
288160,"adventure, indie",The Room,"adventure, indie The Room"
288470,rpg,Fable Anniversary,rpg Fable Anniversary
289130,"rpg, strategy",Endless Legend™,"rpg, strategy Endless Legend™"
289340,strategy,Freight Tycoon Inc.,strategy Freight Tycoon Inc.
289460,"casual, racing",Rc Cars,"casual, racing RC Cars"
289520,"rpg, strategy",King'S Bounty: Dark Side,"rpg, strategy King's Bounty: Dark Side"
289600,"rpg, strategy",Marauder,"rpg, strategy Marauder"
289650,"action, adventure",Assassin'S Creed® Unity,"action, adventure Assassin's Creed® Unity"
289690,"action, adventure",Lara Croft And The Temple Of Osiris™,"action, adventure LARA CROFT AND THE TEMPLE OF OSIRIS™"
289760,"action, casual, indie, sports, strategy",Rocketsrocketsrockets,"action, casual, indie, sports, strategy ROCKETSROCKETSROCKETS"
289881,"action, rpg",Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught,"action, rpg Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught"
289930,"casual, simulation, strategy",Transocean: The Shipping Company,"casual, simulation, strategy TransOcean: The Shipping Company"
290000,"action, casual, indie",Dubwars,"action, casual, indie DubWars"
290080,"action, indie, rpg, simulation",Life Is Feudal: Your Own,"action, indie, rpg, simulation Life is Feudal: Your Own"
290140,"free to play, massively multiplayer, rpg",Echo Of Soul,"free to play, massively multiplayer, rpg Echo of Soul"
290300,"action, adventure, indie, rpg, simulation",Rebel Galaxy,"action, adventure, indie, rpg, simulation Rebel Galaxy"
290340,"adventure, indie, rpg, strategy",Armello,"adventure, indie, rpg, strategy Armello"
290530,"action, indie",Clandestine,"action, indie Clandestine"
290730,"casual, free to play, indie, massively multiplayer, strategy",My Lands: Black Gem Hunting,"casual, free to play, indie, massively multiplayer, strategy My Lands: Black Gem Hunting"
290770,"action, adventure, indie",The Fall,"action, adventure, indie The Fall"
290790,strategy,Grey Goo,strategy Grey Goo
290890,"action, casual, indie, rpg, strategy",You Must Build A Boat,"action, casual, indie, rpg, strategy You Must Build A Boat"
290930,"action, adventure, free to play",Half-Life 2: Update,"action, adventure, free to play Half-Life 2: Update"
290990,"casual, indie, simulation",Flower Shop: Summer In Fairbrook,"casual, indie, simulation Flower Shop: Summer In Fairbrook"
291010,"action, adventure, indie",The Hat Man: Shadow Ward,"action, adventure, indie The Hat Man: Shadow Ward"
291370,"indie, strategy, early access",Undead Overlord,"indie, strategy, early access Undead Overlord"
291410,"free to play, indie, strategy",Duelyst,"free to play, indie, strategy Duelyst"
291480,"action, free to play, massively multiplayer",Warface,"action, free to play, massively multiplayer Warface"
291550,"action, free to play, indie",Brawlhalla,"action, free to play, indie Brawlhalla"
291650,rpg,Pillars Of Eternity,rpg Pillars of Eternity
291910,"action, simulation",Firefighters 2014,"action, simulation Firefighters 2014"
292120,rpg,Final Fantasy® Xiii,rpg FINAL FANTASY® XIII
292140,rpg,Final Fantasy® Xiii-2,rpg FINAL FANTASY® XIII-2
292180,simulation,X-Plane 10 Global - 64 Bit,simulation X-Plane 10 Global - 64 Bit
292240,"adventure, casual","Spy Fox 2 ""Some Assembly Required""","adventure, casual Spy Fox 2 ""Some Assembly Required"""
292390,action,Realms Of The Haunting,action Realms of the Haunting
292600,"action, indie",Duet,"action, indie Duet"
292630,"adventure, casual, indie",Uriel'S Chasm,"adventure, casual, indie Uriel's Chasm"
292780,"adventure, casual",Pajama Sam 2: Thunder And Lightning Aren'T So Frightening,"adventure, casual Pajama Sam 2: Thunder and Lightning Aren't So Frightening"
293180,"action, adventure, indie",Overcast - Walden And The Werewolf,"action, adventure, indie Overcast - Walden and the Werewolf"
293240,"action, adventure, indie, strategy",Cosmochoria,"action, adventure, indie, strategy Cosmochoria"
293260,"free to play, rpg, strategy",Card Hunter,"free to play, rpg, strategy Card Hunter"
293320,"adventure, indie",Coma: Mortuary,"adventure, indie Coma: Mortuary"
293500,"adventure, free to play, massively multiplayer, rpg, simulation",Amazing World™,"adventure, free to play, massively multiplayer, rpg, simulation Amazing World™"
293540,"action, free to play, indie, massively multiplayer, rpg",Guns And Robots,"action, free to play, indie, massively multiplayer, rpg Guns and Robots"
293680,"adventure, indie, rpg",Cinders,"adventure, indie, rpg Cinders"
293760,"simulation, strategy, early access",Automation - The Car Company Tycoon Game,"simulation, strategy, early access Automation - The Car Company Tycoon Game"
293780,"action, indie, rpg",Crawl,"action, indie, rpg Crawl"
293840,"action, indie",Cult Of The Wind,"action, indie Cult of the Wind"
293900,"action, casual, indie",Pivvot,"action, casual, indie Pivvot"
293920,"casual, indie, rpg, simulation",Spirited Heart Deluxe,"casual, indie, rpg, simulation Spirited Heart Deluxe"
294100,"indie, simulation, strategy, early access",Rimworld,"indie, simulation, strategy, early access RimWorld"
294140,"action, adventure, indie",They Breathe,"action, adventure, indie They Breathe"
294160,"free to play, indie, strategy",Galcon 2: Galactic Conquest,"free to play, indie, strategy Galcon 2: Galactic Conquest"
294570,"adventure, casual",Freddi Fish 5: The Case Of The Creature Of Coral Cove,"adventure, casual Freddi Fish 5: The Case of the Creature of Coral Cove"
294650,"adventure, casual",Putt-Putt® Goes To The Moon,"adventure, casual Putt-Putt® Goes to the Moon"
294860,"action, rpg, strategy",Valkyria Chronicles™,"action, rpg, strategy Valkyria Chronicles™"
295438,action,Call Of Duty®: Ghosts - Squad Pack - Resistance,action Call of Duty®: Ghosts - Squad Pack - Resistance
295490,"action, adventure",Schrödinger’S Cat And The Raiders Of The Lost Quark,"action, adventure Schrödinger’s Cat And The Raiders Of The Lost Quark"
295550,"free to play, massively multiplayer, rpg",Royal Quest,"free to play, massively multiplayer, rpg Royal Quest"
295690,"action, adventure, indie",Particle Mace,"action, adventure, indie PARTICLE MACE"
295710,"free to play, indie, massively multiplayer, racing, rpg, strategy",Darkwind: War On Wheels,"free to play, indie, massively multiplayer, racing, rpg, strategy Darkwind: War on Wheels"
295770,action,Rogue Shooter: The Fps Roguelike,action Rogue Shooter: The FPS Roguelike
295790,"action, adventure, casual, indie",Never Alone (Kisima Ingitchuna),"action, adventure, casual, indie Never Alone (Kisima Ingitchuna)"
295990,strategy,Evopollution,strategy Evopollution
296240,"adventure, casual, strategy",The Promised Land,"adventure, casual, strategy The Promised Land"
296300,"action, casual, indie",Ballistic Overkill,"action, casual, indie Ballistic Overkill"
296470,"indie, simulation, sports",Mount Your Friends,"indie, simulation, sports Mount Your Friends"
296490,"action, indie, strategy",Gemcraft - Chasing Shadows,"action, indie, strategy GemCraft - Chasing Shadows"
296570,rpg,Lords Of Xulima,rpg Lords of Xulima
296910,"action, casual, indie",8Bitboy™,"action, casual, indie 8BitBoy™"
296970,"adventure, indie, rpg, strategy",Renowned Explorers: International Society,"adventure, indie, rpg, strategy Renowned Explorers: International Society"
297000,"rpg, strategy",Heroes® Of Might &Amp; Magic® Iii - Hd Edition,"rpg, strategy Heroes® of Might &amp; Magic® III - HD Edition"
297110,"casual, indie",Cosmic Dj,"casual, indie Cosmic DJ"
297120,"action, indie",Heavy Bullets,"action, indie Heavy Bullets"
297130,"action, adventure, indie",Titan Souls,"action, adventure, indie Titan Souls"
297350,"adventure, indie",The Old City: Leviathan,"adventure, indie The Old City: Leviathan"
297490,indie,Spy Chameleon - Rgb Agent,indie Spy Chameleon - RGB Agent
297512,strategy,Coh 2 - Us Forces Commander: Rifle Company,strategy CoH 2 - US Forces Commander: Rifle Company
298030,strategy,Total Annihilation,strategy Total Annihilation
298050,strategy,Master Of Orion,strategy Master of Orion
298110,"action, adventure",Far Cry® 4,"action, adventure Far Cry® 4"
298160,"casual, free to play, indie, massively multiplayer, rpg",Eldevin,"casual, free to play, indie, massively multiplayer, rpg Eldevin"
298240,"action, casual, free to play, indie, simulation",Red Crucible®: Firestorm,"action, casual, free to play, indie, simulation Red Crucible®: Firestorm"
298260,"adventure, free to play, indie",Only If,"adventure, free to play, indie Only If"
298340,"action, indie, racing, simulation",Flashout 2,"action, indie, racing, simulation FLASHOUT 2"
298360,"action, indie, strategy",Immortal Defense,"action, indie, strategy Immortal Defense"
298520,"action, indie, simulation",Orbital Gear,"action, indie, simulation Orbital Gear"
298600,"action, indie",Lovely Planet,"action, indie Lovely Planet"
298630,"action, adventure, indie, simulation, strategy",The Escapists,"action, adventure, indie, simulation, strategy The Escapists"
299030,"action, adventure",Blood: One Unit Whole Blood,"action, adventure Blood: One Unit Whole Blood"
299260,"action, indie, strategy",Commando Jack,"action, indie, strategy Commando Jack"
299360,"action, free to play, massively multiplayer, strategy",Block N Load,"action, free to play, massively multiplayer, strategy Block N Load"
299460,"action, adventure, indie",Woodle Tree Adventures,"action, adventure, indie Woodle Tree Adventures"
299540,"indie, rpg",Heroes Rise: The Prodigy,"indie, rpg Heroes Rise: The Prodigy"
299660,"action, indie",6180 The Moon,"action, indie 6180 the moon"
299680,"adventure, casual, indie",Tengami,"adventure, casual, indie Tengami"
299720,"casual, indie, strategy",Terrorhedron Tower Defense,"casual, indie, strategy Terrorhedron Tower Defense"
299740,"action, adventure, indie, massively multiplayer, rpg, simulation, strategy, early access",Miscreated,"action, adventure, indie, massively multiplayer, rpg, simulation, strategy, early access Miscreated"
299780,"adventure, indie, rpg",Noir Syndrome,"adventure, indie, rpg Noir Syndrome"
300040,"action, adventure, free to play, indie, massively multiplayer, rpg, strategy",Divine Souls F2P Mmo,"action, adventure, free to play, indie, massively multiplayer, rpg, strategy Divine Souls F2P MMO"
300080,"free to play, strategy",Total War Battles: Kingdom,"free to play, strategy Total War Battles: KINGDOM"
300220,"adventure, casual, rpg",Victim Of Xen,"adventure, casual, rpg Victim of Xen"
300380,"action, adventure, indie, racing, simulation",Road Redemption,"action, adventure, indie, racing, simulation Road Redemption"
300400,racing,Unpossible,racing Unpossible
300550,"adventure, indie, rpg, strategy",Shadowrun: Dragonfall - Director'S Cut,"adventure, indie, rpg, strategy Shadowrun: Dragonfall - Director's Cut"
300570,"indie, simulation",Infinifactory,"indie, simulation Infinifactory"
300760,"action, indie, strategy, early access",Epsilon,"action, indie, strategy, early access Epsilon"
300820,"action, adventure",Disney•Pixar Toy Story 3: The Video Game,"action, adventure Disney•Pixar Toy Story 3: The Video Game"
300970,"free to play, massively multiplayer, rpg",Fiesta Online Na,"free to play, massively multiplayer, rpg Fiesta Online NA"
301200,"action, casual, indie",Frederic: Evil Strikes Back,"action, casual, indie Frederic: Evil Strikes Back"
301460,"action, indie",Electronic Super Joy: Groove City,"action, indie Electronic Super Joy: Groove City"
301520,"action, free to play, indie, massively multiplayer, rpg, simulation",Robocraft,"action, free to play, indie, massively multiplayer, rpg, simulation Robocraft"
301640,action,Zombie Army Trilogy,action Zombie Army Trilogy
301750,"action, adventure, casual, indie, simulation, strategy",Radical Roach Remastered,"action, adventure, casual, indie, simulation, strategy RADical ROACH Remastered"
301860,"adventure, indie",Submerged,"adventure, indie Submerged"
301910,action,Saints Row: Gat Out Of Hell,action Saints Row: Gat out of Hell
301970,"action, indie",Screencheat,"action, indie Screencheat"
302060,"indie, simulation",Trucks &Amp; Trailers,"indie, simulation Trucks &amp; Trailers"
302080,"indie, simulation",Bus Driver,"indie, simulation Bus Driver"
302270,"action, indie, rpg, strategy",Dungeon Defenders Eternity,"action, indie, rpg, strategy Dungeon Defenders Eternity"
302510,action,Ryse: Son Of Rome,action Ryse: Son of Rome
302590,"action, casual, free to play, indie, massively multiplayer, early access",Of Guards And Thieves,"action, casual, free to play, indie, massively multiplayer, early access Of Guards And Thieves"
302670,"action, free to play, indie, simulation, strategy, early access",Call To Arms,"action, free to play, indie, simulation, strategy, early access Call to Arms"
302830,"action, free to play, early access",Blockade 3D,"action, free to play, early access BLOCKADE 3D"
302970,"indie, strategy",Radiant Defense,"indie, strategy Radiant Defense"
303210,"adventure, indie",The Beginner'S Guide,"adventure, indie The Beginner's Guide"
303390,"action, casual, indie",Dead Bits,"action, casual, indie Dead Bits"
303800,"adventure, strategy",The Witcher Adventure Game,"adventure, strategy The Witcher Adventure Game"
304030,"free to play, massively multiplayer, rpg",Archeage,"free to play, massively multiplayer, rpg ArcheAge"
304050,"action, adventure, casual, free to play, massively multiplayer, rpg",Trove,"action, adventure, casual, free to play, massively multiplayer, rpg Trove"
304240,"action, adventure",Resident Evil / Biohazard Hd Remaster,"action, adventure Resident Evil / biohazard HD REMASTER"
304350,"casual, indie, simulation, strategy",Wildlife Park 2,"casual, indie, simulation, strategy Wildlife Park 2"
304410,"casual, indie, strategy",Hexcells Infinite,"casual, indie, strategy Hexcells Infinite"
304650,"adventure, indie, rpg",Sunless Sea,"adventure, indie, rpg SUNLESS SEA"
304670,"casual, indie, strategy",Aeon Command,"casual, indie, strategy Aeon Command"
304730,"casual, indie, simulation",Train Fever,"casual, indie, simulation Train Fever"
304910,"action, indie, simulation",Sky Gamblers: Storm Raiders,"action, indie, simulation Sky Gamblers: Storm Raiders"
304930,"action, adventure, casual, free to play, indie",Unturned,"action, adventure, casual, free to play, indie Unturned"
304950,"adventure, casual, indie, rpg, simulation",Castaway Paradise - Town Building Sim,"adventure, casual, indie, rpg, simulation Castaway Paradise - Town Building Sim"
305050,"action, adventure, indie",Outland,"action, adventure, indie Outland"
305260,"free to play, simulation, strategy",Battle Islands,"free to play, simulation, strategy Battle Islands"
305620,"adventure, indie, simulation, strategy",The Long Dark,"adventure, indie, simulation, strategy The Long Dark"
305960,"action, indie, rpg, simulation, early access",Dragon: The Game,"action, indie, rpg, simulation, early access Dragon: The Game"
305980,action,Heavy Fire: Afghanistan,action Heavy Fire: Afghanistan
306020,"action, strategy",Bloons Td 5,"action, strategy Bloons TD 5"
306130,"massively multiplayer, rpg",The Elder Scrolls® Online: Tamriel Unlimited™,"massively multiplayer, rpg The Elder Scrolls® Online: Tamriel Unlimited™"
306460,"action, adventure, casual, free to play, indie",Unturned - Permanent Gold Upgrade,"action, adventure, casual, free to play, indie Unturned - Permanent Gold Upgrade"
306550,"indie, rpg",Runers,"indie, rpg Runers"
307070,"adventure, indie, rpg",Memories Of A Vagabond,"adventure, indie, rpg Memories of a Vagabond"
307130,"action, adventure, indie",Asteria,"action, adventure, indie Asteria"
307290,"adventure, casual, free to play, indie, rpg",Velvet Sundown,"adventure, casual, free to play, indie, rpg Velvet Sundown"
307340,action,Platypus,action Platypus
307670,"adventure, indie, rpg, strategy",Hard West,"adventure, indie, rpg, strategy Hard West"
307690,"action, adventure, racing",Sleeping Dogs: Definitive Edition,"action, adventure, racing Sleeping Dogs: Definitive Edition"
307780,action,Mortal Kombat X,action Mortal Kombat X
307880,"action, adventure, indie, simulation, early access",Savage Lands,"action, adventure, indie, simulation, early access Savage Lands"
307990,"casual, indie, simulation, strategy",Wildlife Park 2 - Fantasy,"casual, indie, simulation, strategy Wildlife Park 2 - Fantasy"
308310,"action, adventure",Sniper Elite 3 Season Pass,"action, adventure Sniper Elite 3 Season Pass"
308420,"action, indie, rpg",Ziggurat,"action, indie, rpg Ziggurat"
310080,"casual, indie, simulation",Hatoful Boyfriend,"casual, indie, simulation Hatoful Boyfriend"
310370,"free to play, indie",The Way Of Life Free Edition,"free to play, indie The Way of Life Free Edition"
310380,"action, free to play, indie, strategy",Fractured Space,"action, free to play, indie, strategy Fractured Space"
310700,"action, indie",Super Win The Game,"action, indie Super Win the Game"
310740,"action, indie",Neon Struct,"action, indie NEON STRUCT"
310790,action,Geometry Wars™ 3: Dimensions Evolved,action Geometry Wars™ 3: Dimensions Evolved
310890,"action, indie, rpg, strategy",Breach &Amp; Clear: Deadline Rebirth (2016),"action, indie, rpg, strategy Breach &amp; Clear: Deadline Rebirth (2016)"
310950,action,Street Fighter V,action Street Fighter V
311190,"action, adventure, indie",Super Panda Adventures,"action, adventure, indie Super Panda Adventures"
311210,"action, adventure",Call Of Duty®: Black Ops Iii,"action, adventure Call of Duty®: Black Ops III"
311310,"action, adventure, indie, massively multiplayer, simulation, strategy, early access",Naval Action,"action, adventure, indie, massively multiplayer, simulation, strategy, early access Naval Action"
311340,"action, adventure",Metal Gear Solid V: Ground Zeroes,"action, adventure METAL GEAR SOLID V: GROUND ZEROES"
311400,"action, casual, indie, racing, simulation",Ocean City Racing: Redux,"action, casual, indie, racing, simulation OCEAN CITY RACING: Redux"
311560,"action, adventure",Assassin’S Creed® Rogue,"action, adventure Assassin’s Creed® Rogue"
311660,"action, indie",Dino D-Day: Last Stand Dlc,"action, indie Dino D-Day: Last Stand DLC"
311690,"action, adventure, indie",Enter The Gungeon,"action, adventure, indie Enter the Gungeon"
311730,action,Dead Or Alive 5 Last Round: Core Fighters,action DEAD OR ALIVE 5 Last Round: Core Fighters
311870,"action, indie, rpg",Super Trench Attack!,"action, indie, rpg Super Trench Attack!"
312010,"action, adventure",Bird Assassin,"action, adventure Bird Assassin"
312150,"action, free to play, indie, early access",Wild Warfare,"action, free to play, indie, early access Wild Warfare"
312210,"action, adventure, indie, early access",The Fifth Day,"action, adventure, indie, early access The Fifth Day"
312280,"casual, free to play, indie, strategy",Simply Chess,"casual, free to play, indie, strategy Simply Chess"
312530,"action, indie",Duck Game,"action, indie Duck Game"
312630,"indie, strategy",Otttd,"indie, strategy OTTTD"
312720,"casual, indie, strategy",Khet 2.0,"casual, indie, strategy Khet 2.0"
312750,rpg,Final Fantasy Iv,rpg FINAL FANTASY IV
312990,"action, adventure, free to play, indie",The Expendabros,"action, adventure, free to play, indie The Expendabros"
313040,"action, adventure",Pixel Hunter,"action, adventure Pixel Hunter"
313080,"action, indie, strategy",The Masterplan,"action, indie, strategy The Masterplan"
313120,"adventure, indie, early access",Stranded Deep,"adventure, indie, early access Stranded Deep"
313160,simulation,Farming Simulator 15,simulation Farming Simulator 15
313340,"casual, indie, rpg, simulation",Mountain,"casual, indie, rpg, simulation Mountain"
313590,"action, adventure, indie",Boo Bunny Plague,"action, adventure, indie Boo Bunny Plague"
313690,"action, adventure",Lego® Batman™3: Beyond Gotham,"action, adventure LEGO® Batman™3: Beyond Gotham"
314020,"adventure, casual, indie",Morphopolis,"adventure, casual, indie Morphopolis"
314160,simulation,Microsoft Flight Simulator X: Steam Edition,simulation Microsoft Flight Simulator X: Steam Edition
314230,"action, indie, early access",Rodina,"action, indie, early access Rodina"
314240,"adventure, indie, rpg, simulation, strategy",Rpg Tycoon,"adventure, indie, rpg, simulation, strategy RPG Tycoon"
314410,"action, adventure, indie, rpg",Rampage Knights,"action, adventure, indie, rpg Rampage Knights"
314520,"simulation, sports",Euro Fishing,"simulation, sports Euro Fishing"
314660,"action, adventure, indie",Oddworld: New 'N' Tasty,"action, adventure, indie Oddworld: New 'n' Tasty"
314970,"free to play, indie, strategy",Age Of Conquest Iv,"free to play, indie, strategy Age of Conquest IV"
314980,"indie, simulation, strategy",Supreme Ruler Ultimate,"indie, simulation, strategy Supreme Ruler Ultimate"
315260,"action, indie, rpg",Space Hack,"action, indie, rpg Space Hack"
315340,"action, indie",A.R.E.S. Extinction Agenda Ex,"action, indie A.R.E.S. Extinction Agenda EX"
315396,"action, massively multiplayer, racing",The Crew™ Season Pass,"action, massively multiplayer, racing The Crew™ Season Pass"
315430,"action, adventure, indie, strategy",Polarity,"action, adventure, indie, strategy Polarity"
315600,racing,Ford Racing 3,racing Ford Racing 3
315810,adventure,Eden*,adventure eden*
315860,"indie, rpg",Celestian Tales: Old North,"indie, rpg Celestian Tales: Old North"
316010,"free to play, strategy",Magic Duels,"free to play, strategy Magic Duels"
316390,"action, free to play, massively multiplayer, rpg",Szone-Online,"action, free to play, massively multiplayer, rpg sZone-Online"
316430,"action, strategy",Battle Of Empires : 1914-1918,"action, strategy Battle of Empires : 1914-1918"
316660,"action, casual, indie, strategy",Toast Time,"action, casual, indie, strategy Toast Time"
316720,casual,Planetarian ~The Reverie Of A Little Planet~,casual planetarian ~the reverie of a little planet~
316790,adventure,Grim Fandango Remastered,adventure Grim Fandango Remastered
317100,"action, adventure, indie",Republique,"action, adventure, indie Republique"
317360,"action, free to play, indie",Double Action: Boogaloo,"action, free to play, indie Double Action: Boogaloo"
317400,"action, adventure, free to play",Portal Stories: Mel,"action, adventure, free to play Portal Stories: Mel"
317410,"action, free to play, indie",Color Symphony,"action, free to play, indie Color Symphony"
317440,"action, casual, indie, racing, simulation, sports",Quantum Rush Champions,"action, casual, indie, racing, simulation, sports Quantum Rush Champions"
317470,"action, adventure, casual, free to play, indie, massively multiplayer",Cubic Castles,"action, adventure, casual, free to play, indie, massively multiplayer Cubic Castles"
317620,"rpg, strategy",Space Hulk Ascension,"rpg, strategy Space Hulk Ascension"
317660,action,Call Of Duty®: Advanced Warfare - Season Pass,action Call of Duty®: Advanced Warfare - Season Pass
317710,"action, indie",Velocibox,"action, indie Velocibox"
317790,"action, free to play, indie",Rexaura,"action, free to play, indie Rexaura"
317820,"indie, rpg",Guild Of Dungeoneering,"indie, rpg Guild of Dungeoneering"
317890,"action, indie",Lovely Planet Ost,"action, indie Lovely Planet OST"
318130,"indie, rpg",Doom &Amp; Destiny,"indie, rpg Doom &amp; Destiny"
318220,"action, adventure, simulation",Enforcer: Police Crime Action,"action, adventure, simulation Enforcer: Police Crime Action"
318230,"action, adventure, indie, rpg, strategy",Convoy,"action, adventure, indie, rpg, strategy Convoy"
318430,"adventure, indie",Squishy The Suicidal Pig,"adventure, indie Squishy the Suicidal Pig"
318520,"indie, simulation",Euro Truck Simulator 2 - Christmas Paint Jobs Pack,"indie, simulation Euro Truck Simulator 2 - Christmas Paint Jobs Pack"
318530,"action, adventure, indie",Wings Of Vi,"action, adventure, indie Wings of Vi"
318600,"action, adventure, indie",The Flame In The Flood,"action, adventure, indie The Flame in the Flood"
318710,"action, adventure",Naruto Shippuden: Ultimate Ninja Storm Revolution - Dlc10 Reanimation-Before Death Pack,"action, adventure NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC10 Reanimation-Before Death Pack"
318850,action,Saint'S Row: Gat Out Of Hell - Devil'S Workshop Pack,action Saint's Row: Gat Out of Hell - Devil's Workshop Pack
319050,"indie, rpg, strategy",Chaos Reborn,"indie, rpg, strategy Chaos Reborn"
319080,action,Disney Princess: My Fairytale Adventure,action Disney Princess: My Fairytale Adventure
319400,adventure,Disney Winnie The Pooh,adventure Disney Winnie the Pooh
319450,"adventure, indie",Chariot,"adventure, indie Chariot"
319510,"indie, simulation",Five Nights At Freddy'S,"indie, simulation Five Nights at Freddy's"
319550,"casual, racing",The Collider,"casual, racing The Collider"
319560,"indie, strategy",Reprisal Universe,"indie, strategy Reprisal Universe"
319630,"action, adventure",Life Is Strange - Episode 1,"action, adventure Life is Strange - Episode 1"
319740,"indie, strategy",There Came An Echo,"indie, strategy There Came an Echo"
